"https://news.hada.io/topic?id=1","GeekNews - 국내외 기술 뉴스와 의견을 볼수 있는 사이트 오픈","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 GeekNews - 국내외 기술 뉴스와 의견을 볼수 있는 사이트 오픈

   Geek들을 위한 뉴스 서비스.
   사용자 투표로 글/댓글의 순위 조정

   성지순례 시작합니다

   재미있네요.

   감사합니다

   텍스트 위주라 확실히 열악한 인터넷 환경에서도 쾌적한 로딩이네요! from Cebu

   오오 깔끔하네요

   축하드립니다!!

   링크 클릭하면 새창으로 띄우기 정도는 해주시면 안될까요?

   ctrl + click 을 추천드립니다..

   켁! 저~ 아래 댓글에 누구는 수정한다고 하고..
   Karma를 높이면 반영 되나요? ㅋ

   말씀하신건 화면 변경하고는 다른 요소라서요
   새창열기는 취향차이인지라 !
   카르마하고는 상관없습니다..

   호옥시 나중에 계정 설정에 추가될수는 있겠네요 ^^

   클리앙이 지겨워 졌는데 잘 되었구만유

   축하합니다!!

   1. 글등록 화면에서 header 와 footer 을 추가
   2. 헤더에 컬러를 적용해서 엣지있는 모양새 만들기
   3, 댓글의 폰트 컬러를 좀더 진하게 해서 보기 편하게
   4. Footer에 있는 사이트이용법/FAQ/About 모든 페이지에 긱뉴스 공통의 헤더가 먼저 올라가는 형태로 변경

   감사합니다. 조금씩 수정해 나갈께요!

   그러고보니 down이 없군요. 너무 건전한거 아님?
   up.hada.io

   님 karma가 낮아서 downvote가 안보이는 겁니다..

   karma? 업보?

   이건 뭘 ""하는""건가요? 뉴스하다는 이상한데...
   updown.hada.io?
   link.hada.io?

   오홋

   결과물 나온거 축하 드립니다.
   흥하라 뉴스.하다

   오픈 축하드려요
"
"https://news.hada.io/topic?id=2","1조 회사를 만들다 실패한 경험 이야기","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         1조 회사를 만들다 실패한 경험 이야기

   핀터레스트 초창기 직원 Sahil이 스탁옵션을 버리고 창업했던 Gumroad의 10년간 성장과 실패,재기한 과정에 대해서 본인이 담담히 적은 훌륭한 글

   창업자분들은 꼭 한번 읽어보시길 추천드립니다.

   아래는 바쁜 분들을 위한 정리..

   1. Gumroad 는 창작자를 포함한 누구라도 쉽게 고객들에게 물건을 팔수 있도록 하는 이커머스 플랫폼. 링크 하나만 있으면 됨. 상점개설 필요없음
   2. 주말에 후딱 만들어서 해커뉴스에 공유했고, 첫날 52000명 방문
   3. 얼마후 스탁옵션 버리고 퇴사를 결심한뒤, 앤젤과 VC로 부터 $1.1M 펀딩. 그로부터 몇달후 2012년 5월에는 KPCB가 리딩해서 $7M 추가 펀딩
   4. 그때 Sahil 은 19살, 혼자 창업했고 3명의 직원과 통장에 $8M이..
   5. 팀을 늘리고, 프로덕에 집중해서 월간 숫자들이 올라갔지만.. 특정시점부터 올라가지 않음
   6. 프로덕트를 살리기 위해 직원중 75%를 해고. 그중엔 베스트 프렌드 포함
   7. 그리고 나서 TechCrunch 가 Gumroad의 정리해고에 대한 기사를 적으면서, 실패가 공식화 됨

   뭐가 문제였을까 ??

   1. 2012년부터 2015년까지 성장은 했지만, 펀딩을 받은 회사가 가져야할 성장속도에는 맞지 않았음. $15M 이상의 시리즈B 를 받기위해서 가져야할 성장속도가 나오지 않음.
   2. 이런 비즈니스에서는 월간 20% 이하의 성장은 빨간불
   3. 2015년 1월 통장 잔고가 18개월 이하로 떨어짐. 20명 멤버들에게 이제 앞으로는 시리즈B를 위한 숫자를 만들기 위해 좀 힘들거라고 얘기하고, 성장을 위한 모든 노력을 다하기 시작.
   4. 9개월간 아무도 회사를 나가지 않고, 어떤때보다도 다 열심히 일했지만.. 숫자를 맞추지 못함.

   줄일까 아님 닫을까 ?

   1. 뒤돌아 보면, 숫자를 맞추지 못한게 다행임. 만약 그랬다면 더 많은 펀딩을 받았을꺼고, 더 큰 실패를 경험했을지도 모름
   2. Gumroad의 선택지는..
   - 비즈니스 셧다운하고 남은 돈을 투자자한테 돌려주고, 새 일을 한다.
   - 회사 사이즈를 줄여서 계속 유지한다.
   - Acquihire 될수 있도록 회사를 내놓는다.
   3. 최종 결정은 20명 직원을 5명회사로 줄이고, 작은 사무실로 옮긴다.
   4. 2015년 6월 - 월 $89K 매출, 매출총이익 $17K, 운영비용 $364K ==> $351K 적자
   5. 2016년 6월 - 월 $176K 매출, 매출총이익 $42K, 운영비용 $32K ==> 10K 흑자

   이제 Lifestyle business로

   1. Gumroad 는 이제 펀딩받고 빨리 성장하는 스타트업이 아님. 이제 직원은 모두 떠나고 혼자.
   2. 팀도 없고, 직원도 없고.. 친구들은 억만장자가 되었지만, 내 비즈니스는 이제 시시한 라이프스타일 비즈니스가 되었음. 이게 내가 하고 싶은 일은 아니었지만, 침몰하지는 못하게 해야했음.
   ( 주 : Lifestyle business 는 창업자가 일정 수준 이상이지만 아주 많지는 않은 수입을 벌어서 자신이 살고 싶은 삶을 살수 있도록 해주는 비즈니스를 말함 )
   3. 세상과 단절하고 누구하고도 얘기하지 않음. 매일 일어나 고객지원을 하고 버그를 잡고, 심지어 예전에 떠난 엔지니어들한테 물어서 도움을 받기도 함. 오늘 할 일을 다하면, 운동을 하러 가거나, 조금의 의지가 남아있다면 취미인 판타지 소설쓰기를 시도했지만 대부분의 날엔 그걸 하지 못했음

   새로운 시작

   1. 2017년 11월 27일에 메인 투자자인 KPCB 에서 자신들이 가지고 있는 Gumroad 의 주식을 $1 에 도로 팔고싶다는 메일이 옴. 다른 투자자 하나도 참여해서 더 삼.
   2. ( 이제 투자자의 부담에서 벗어나서 ) go-big-or-go-home 이 아닌 독립 비즈니스가 될 길이 열림
   3. 이제 작은 팀을 키우면서, Gumroad 를 창작자들에게 좀더 포커싱하는 의미있는 비즈니스로 천천히 키우는게 가능해짐. 빌리언 달라 컴퍼니가 되기는 힘들겠지만, 이제 그건 상관없어졌음. 특히나 Gumroad 에서 판매하고 있는 창작자들은 더더욱 그것과 상관없을것임.

   재무 공유하기

   1. 정리해고후, 아무하고도 회사 얘기를 하지 않았고, 샌프란시스코를 떠난 후에는 스타트업 커뮤니티를 떠난것 같았음.
   2. 커뮤니티에 다시 참여하기 위해, 회사의 재무정보를 트위터에 공개적으로 공유하기 시작.
   3. 2018년 4월 - GMV: $4.2M (down 2%) / Revenue: $273K (down 2%) / Gross profit: $65K (up 34%)

   성공도 실패도 아닌 세번째(non-binary)를 찾아서

   ""지난 몇년간 나의 성공의 척도는 빌리언 달라 컴퍼니를 만드는 것이었지만, 그건 나쁜 목표였다는걸 깨달았다""

   ""프로덕트가 얼마나 훌륭한지, 기능을 얼마나 빨리 만들고 하는지는 상관없다. 당신이 속한 마켓이 당신의 성장을 결정한다.""

   ""나는 실패했지만, 다른 많은것에서 성공했다. 창작자들에게 많은 돈이 갈수있도록 했고, 다음번 펀딩을 위한 목표 맞추기와 상관없이 우리 고객들을 위한 최고의 프로덕트를 만드는데에만 집중할수 있었다.""

   검로드 지금은 어마어마해졌네요

   요약 감사합니다 :)
"
"https://news.hada.io/topic?id=3","저는 인터넷에서 양파를 팝니다","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            저는 인터넷에서 양파를 팝니다

   특이한방식으로 웹 서비스를 개발하는 Peter의 양파 비즈니스 이야기. “비즈니스 아이디어는 필요없어요. 진짜 필요한건 훌륭한 도메인 이름뿐""

   글쓴이인 웹개발자 Peter Askew 는 Domain Name 에 중독된 사람 으로 이런 저런 도메인 사는게 취미. 2014년에 VidaliaOnions.com 이라는 도메인이 풀리자, 있는 경매에 비딩해서 $2200에 도메인을 사들임

   ( 추가설명 : Vidalia 바이델리아 양파는 조지아의 특산품으로 맵지않고 달달해서 마치 사과처럼 씹어 먹을수 있는 양파랍니다. 저도 먹어보고 싶네요. )

   도메인을 사고나니 도메인이 자기를 자꾸 유혹함.
   구글트렌드를 찾아보니 충분한 검색볼륨이 있음.
   바이델리아 양파를 “Caviar of sweet onions” 라고 부르고 있었음.

   그래서 2015년 2월 작업 시작.

   바이델리아 양파 위원회를 통해 농부 3명을 소개 받았는데, 3번째 농부와 이야기가 통함. 지금까지는 Direct-to-Consumer 를 하지 않았지만, 그게 가치가 있다는것에 동의. 포장시설도 가지고 있었고, 정말 중요한건.. 그가 상을 탈만한 정도 품질의 양파를 키우고 있었음.

   웹사이트 오픈하고 2015년에 50주문을 예상했지만 그해에만 600주문이 쏟아짐.

   Peter 혼자 CS,마케팅,브랜딩,웹개발,배송까지를 다함. 다양한 마케팅 시작, I-95 에 빌보드를 설치하고, 크로스컨트리 후원, 고등학교 농구팀 후원 등등. 전화 핫라인도 개설했더니 가끔 온라인 보다 더 많은 주문이 들어오기도 함.

   고객들이 정말로 좋아하기 시작. 작년엔 주문건 때문에 고객에게 전화했더니 고객 와이프가 받길래 자신을 소개하니 남편에게 “여보! THE VIDALIA MAN 이에요 전화받아요!” 라고 소리치는걸 들음.

   그 순간 깨달음.
   우리가 정말 뭔가를 하고 있구나.
   사람들에게 도움이 되는 일을!

   이제 올해로 5번째 시즌이 되었고, 우리는 계속할 것임.
   즉, 도메인 구입이 양파비즈니스를 시작한 계기가 되었음
   Peter Askew 는 자신의 트위터 계정 @searchbound 에서 2017년에 이렇게 트윗함. (현재 메인트윗으로 고정됨)

   You don't really need a business idea. All you really need is a great domain name. The domain can be your business inspiration.

   “비즈니스 아이디어는 필요없어요. 진짜 필요한건 훌륭한 도메인 이름입니다. 도메인이 비즈니스에 대한 영감이 될수 있어요.""

   아니 이것은 그 유명한 DDD의 시초가 된 그 글이 아니오!! ;-)

   ㅋㅋㅋㅋㅋㅋㅋㅋㅋ

   DDBD - Domain Driven Business Development !
"
"https://news.hada.io/topic?id=4","당신네 회사 개발팀의 핵심가치는 무엇인가요 ? ","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       당신네 회사 개발팀의 핵심가치는 무엇인가요 ?

   회사 개발팀이 어떤 가치를 중요하게 여기는 지 보여줘서, 개발자들이 회사를 선택할때 중요한 정보를 미리취득가능.
   좋은 회사를 찾는 개발자와 자신들의 문화와 잘 어울리는 이를 찾는 회사, 양쪽의 니즈가 서로 맞아서 생긴 서비스
"
"https://news.hada.io/topic?id=5","구글의 reCAPTCHA v3 는 어두운 부분이 있다","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     구글의 reCAPTCHA v3 는 어두운 부분이 있다

   reCaptcha V3가 사용자에게 안보여서 좋기는 한데, 구글쿠키를 사용해서 로봇이 아닌지 판별하는데 사용한다고.
   또한 구글 계정에 로그인한 브라우저에서는 ReCaptcha 점수가 좋게나오지만, Tor 나 VPN 접근했던 브라우저에서는 점수가 낮게 나온다고도.

   즉 개인정보 보호에는 좋지 않다는 것.
"
"https://news.hada.io/topic?id=6","Github - Repository Templates 지원 시작","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Github - Repository Templates 지원 시작

   새 Repo 만들때 템플릿에서 시작 가능.

   Repo 생성후 템플릿으로 지정만 하면 끝.
   등록된 템플릿 Repo는 /generate 라는 엔드포인트를 제공해서,
   사용하고자 하는 사람에게 repo/generate 만 던지면
   바로 새로운 템플릿 기반 리파지토리 생성가능
"
"https://news.hada.io/topic?id=7","CockroachDB, BSL로 라이센스 변경 - 오픈소스지만 상업화는 안됨","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               CockroachDB, BSL로 라이센스 변경 - 오픈소스지만 상업화는 안됨

   새로운 Business Source License (BSL) 이라는 라이센스 적용해서 상업화는 불가.
   릴리즈후 3년후에 APL 로 변경

   글에도 있지만, AWS가 오픈소스 기반의 솔루션들을 추가하면서 상용화 하는것이 보기 싫은듯
   아마존이 MySQL / MongoDB / ElasticSearch 에 한 일들 보면 이해는 됨
"
"https://news.hada.io/topic?id=8","제프 베조스의 아마존 주주서한 모음 [1997~현재]","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     제프 베조스의 아마존 주주서한 모음 [1997~현재]
"
"https://news.hada.io/topic?id=9","소프트웨어 환멸감 [번역글]","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            소프트웨어 환멸감 [번역글]

   - 참을 수 없을 정도로 모든 것이 느리다
   - 모든 게 너무 커어어어다랗군요
   - 모든 것은 썩는다
   - 나쁜 것이 그나마 나은 상황
   - 프로그래밍도 혼란스럽다
   - 우린 얽매여 있죠
   - 시장은 신경도 쓰지 않죠
   - 다 나쁘기만 한 건 아니죠
   - 더 나은 세상을 위한 선언문
   ""진전을 보고 싶습니다. 바꾸고 싶습니다. 소프트웨어 엔지니어링이 현재의 최신 기술에 머무르는 것이 아니라 향상되는 것을 바랍니다. 같은 것을 계속 반복해서 더 느리고 덩치만 커지게 만들고 싶지 않습니다. 믿을 만하고, 목표로 삼을만한, 오늘날보다 더 나은 미래를 위한 그 무언가를 원합니다. 이러한 비전을 나누는 엔지니어들의 커뮤니티를 원합니다.""
"
"https://news.hada.io/topic?id=10","어떻게 넷플릭스는 TV 업계를 집어삼키고 있는가 [번역글]","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    어떻게 넷플릭스는 TV 업계를 집어삼키고 있는가 [번역글]
"
