"https://news.hada.io/topic?id=9041","구글 Bard, 코드 생성과 디버깅 및 코드 설명 기능 지원 시작","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  구글 Bard, 코드 생성과 디버깅 및 코드 설명 기능 지원 시작

     * C++, Go, Java, Javascript, Python, Typescript 를 포함한 20개 이상의 언어 지원
     * 파이썬 코드를 Copy & Paste 없이 즉시 Google Colab으로 Export 가능
     * 구글 Sheet용 함수 작성도 가능
     * 코드 생성/디버깅 뿐만 아니라 코드에 대해서 설명하는 기능도 지원
     * 특정 오픈소스의 내용을 길게 인용하는 경우 인용 링크도 제공

   아직 코딩은 많이 약한거 같아요. gpt 3.5가 더 잘한다는 평이 많더라고요. 다만 왔다갔다하면서 쓰기에는 굳..
"
"https://news.hada.io/topic?id=9076","Copilot for Xcode","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Copilot for Xcode

     * GitHub Copilot 및 ChatGPT 기능을 XCode에서 사용가능하게 해주는 Xcode Source Editor Extension
     * GitHub이 직접 만든 Neovim for Copilot 의 LSP를 이용해서 연동
     * Copilot 의 코드 추천, ChatGPT를 이용한 Prompt to Code 및 Chat 기능을 지원
"
"https://news.hada.io/topic?id=9102","Whisper Jax: 가장 빠른 Whisper API 구현체","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Whisper Jax: 가장 빠른 Whisper API 구현체

     * OpenAI의 Whisper 음성인식 모델을 최적화해서 빠르게 구현
     * TPU v4-8 에서 JAX 로 실행. A100 GPU 에서 PyTorch로 실행한 것에 비해 최대 70배 빠름
     * CPU/GPU/TPU 에서 모두 실행 가능하며, 스탠드 얼론 또는 Inference 엔드포인트로 실행 가능
"
"https://news.hada.io/topic?id=9050","비상장 벤처/스타트업 복수의결권 허용 '벤처기업법' 법사위 통과","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  비상장 벤처/스타트업 복수의결권 허용 '벤처기업법' 법사위 통과

   창업주에게 1주당 최대 10개 의결권을 가진 주식 발행 가능. 본회의 통과만 남아
"
"https://news.hada.io/topic?id=9110","더 나은 Git 워크플로우를 향해서","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          더 나은 Git 워크플로우를 향해서

   깃을 보다 효율적으로 활용하기 위한 방법을 모아보았습니다.
    0. 레포구조
          + Git은 분산 버전 관리 시스템이라 중앙집중형, 깃허브/깃랩 방식, 계층형등 다양한 방식으로 구성 가능
    1. 브랜치 구조
          + 깃허브 플로우: Main을 두고 기능이나 버그 브랜치를 생성 후, 피드백을 받아 병합하는 형태
          + 깃 플로우: 잦은 배포보다는 전통적인 개발에 유리
               o Feature 브랜치를 만들어 Develop 브랜치에 병합
               o 충분히 성숙한 Develop 브랜치는 Release(Stage) 브랜치를 만들며, 버그 수정만 하며 추후 Develp과 Master에 합침
               o Release 준비가 되면 Master 브랜치에 병합하고, 핫픽스만
          + 깃랩 플로우: 복잡한 깃 플로우와 너무 단순한 깃허브 플로우의 중간형태
               o 깃 플로우에서 잠시 유지하는 Relseae 브랜치 대신, 쭉 유지하는 Stage 브랜치 사용
               o 핫픽스는 Production과 Stage에, 버그 수정은 Stage와 Devlop에 반영
          + Perforce Stream: 여러 릴리즈를 관리해야 할 때 유리
               o Release에서 버그를 고치면 Main-Develop으로 전파
               o Develop에서 기능을 만들면 충돌을 없애고 Main에 반영
          + Trunk 기반: Main(Master)를 보다 효율적으로 쓰려는 시도로 빅테크들이 주로 사용
               o Main을 오래 유지하며, 릴리즈 브랜치에서는 따로 버그 수정을 하지 않음
               o 기능은 플래그를 사용해 Off 상태로 병합해 항상 최신 코드 유지
    2. 커밋
          + 컨벤션: 보통 Angluar 컨벤션을 많이 사용하나 협의를 통해 이모지 등을 사용할 수도 있음
          + 단위: 최소 단위별로 해야 하지만 역시, 팀별로 최소단위에 대한 협의가 필요
               o Hunk로 변경사항을 세분화해 스테이징 가능
               o Delta단위로 변경 사항을 비교할 수 있다면 편함
          + 투기적 커밋과 선형적 기록: 커밋을 자주해 컨텍스트는 유지하면서도 커밋기록을 선형적으로 유지하는 방법
               o Stash나 프로토 타입 시도등 작업 저장이 필요할 때마다 저장
               o Checkout이 필요한 곳마다 Checkout하고 계속 커밋 후 rebase를 통해 선형적으로 유지함
               o git-branchless라는 툴을 사용하면 편함
               o git sl: 익명 분기를 추적하여 커밋기록을 잘 시각화 해줌
               o git prev와 git next: 전/후 단위로 체크아웃하기 쉬움
               o git sync: Main으로 리베이스
               o git move: 원하는 곳으로 커밋을 옮길 수 있음
               o git restack: rebase나 commit --amend등으로 커밋 기록 순서가 깨지면 복원
               o git undo: 취소 가능
    3. 병합
          + 패치 스택(Patch Stack): 기능[1/3], 기능[2/3], 기능[3/3]과 같이 쪼개서 리뷰하는 방식
          + 일급 충돌: 깃과 호환되는 Jujutsu는 충돌을 커밋에 기록하여 한번 해결된 충돌이 나중에 일어나는 일이 적음
          + 3 Way Diff: Jujusu의 경우 충돌이 발생시 Base-Ours를 Diff로, Theirs는 스냅샷으로 보여줘 직관적. 그러나 IDE/에디터 문법강조나 Base-Their Diff를 보고 싶은 니즈가 있을 수 있음
          + 바이너리 충돌: 깃은 바이너리 파일이 충돌 발생하면 알아서 하라고 방치하지만, 개인적으로 간단한 툴을 만들어 Base와 Their의 파일을 생성하도록 함
          + 패치와 메일: 보다 전통적인(?) 병합 방식에 대한 소개
               o git request-pull은 풀리퀘스트를 생성하는 명령어
               o git send-mail로 패치를 메일로 전송, git am으로 패치 적용이 가능
    4. 기타 관리 방법
          + Worktree: Git history는 공유된채로 SVN 브랜치처럼 작업파일만 여러곳에 체크아웃하여 작업들을 통시에 진행가능
          + Git LFS: 대용량 파일을 관리하는 방법
          + 부분 복제와 부분 체크아웃: 부분적으로 clone하여 다운로드 시간을 줄이고, 부분적으로 checkout하여 원하는 디렉토리만 작업 가능
          + 스칼라: 마이크로소프트의 노력으로 거대한 레포지토리를 쉽게 관리하도록 만들어줌
"
"https://news.hada.io/topic?id=9083","Epic Systems - 수백조원 미국 디지털 헬스케어 시장의 이무기","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Epic Systems - 수백조원 미국 디지털 헬스케어 시장의 이무기

     * Epic Systems는 미국의 EHR(Electronic Health Record) 소프트웨어 기업으로, 병원들이 환자의 의료 기록을 전산화해서 저장/조회/분석할 수 있는 시스템을 개발해서 판매
     * 1979년에 설립, 연매출이 평균적으로 5조원 가량에 달하지만 아직까지 기업 공개를 하지 않은 Private Company이며 창업자 Judith Faulkner가 지분의 47%를 보유하고 있는 신비스러운 회사
          + 막대한 수익의 비결은 압도적인 시장 점유율(미국 내 EHR 시장 1위)과 주 고객인 대형병원들의 특수성에서부터 비롯
          + 최대 경쟁사인 Cerner는 22년도에 오라클이 33조원에 인수, 앞으로 Epic Systems는 Oracle Cerner를 비롯해 많은 빅테크들의 도전을 받을 것
"
"https://news.hada.io/topic?id=9070","Ask GN: 이번 주말에 뭐 하시나요?","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Ask GN: 이번 주말에 뭐 하시나요?

   이번 주말에 뭘 하려고 계획 중인지 편하게 얘기해 보아요.

   읽을 책, 가볼 곳, 해볼 것.. 어떤 것이든 좋습니다.
   도움 요청이나 피드백 요청도 좋습니다.
   물론! 아무것도 하지 않고 쉬는 것도 훌륭합니다.

   지난 주말에 계획하셨던 일의 회고도 한번 남겨봐 주세요.
"
"https://news.hada.io/topic?id=9032","Promptr - GPT의 코드 변경 추천을 쉽게 적용해주는 CLI 도구","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Promptr - GPT의 코드 변경 추천을 쉽게 적용해주는 CLI 도구

     * ChatGPT에 소스코드를 제공하고 프롬프트 넣고 대답을 받아서 복사하는 단계를 자동화
     * 리팩터링, 테스트 코드 작성등에 ChatGPT를 이용할 때 복사/붙여넣기 없이 바로 반영
     * $ promptr -m gpt4 -p ""Cleanup the code in these files"" app/index.js app.js
     * $ promptr -m gpt4 -p ""Alphabetize the method names in all of these files"" $(git ls-tree -r --name-only HEAD | grep "".js"" | tr '\n' ' ')
"
"https://news.hada.io/topic?id=9145","BackgroundRemover - 이미지/영상에서 배경지우기 오픈소스","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                BackgroundRemover - 이미지/영상에서 배경지우기 오픈소스

     * 간단한 CLI 명령으로 JPEG/PNG/MOV/MP4 등에서 배경을 지워주는 도구
     * Premier용 matte 파일 생성 지원
     * mp4에서 배경 지우고 gif로 생성도 가능
     * Python + Pytorch + Torchvision + ffmpeg
"
"https://news.hada.io/topic?id=9116","Scrcpy v2.0 - USB 또는 TCP/IP로 안드로이드 기기 원격 제어","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Scrcpy v2.0 - USB 또는 TCP/IP로 안드로이드 기기 원격 제어

     * 컴퓨터의 키보드와 마우스를 이용해서 안드로이드 기기를 제어 및 녹화 가능(비디오/오디오 포워딩)
     * 루트 억세스 필요 없음. 기기에 아무것도 설치되어 있지 않아도 가능(adb 를 이용)
     * 경량, 빠른 시작 시간(1초내에 첫화면 표시)
     * 30~120 fps, 1920x1080+, 35~70ms latency
     * 리눅스, 윈도우, 맥 지원
     * Android 5.0 이상이면 가능. 오디오는 API 30 이상(안드로이드 11+)
     * 안드로이드 기기는 USB 디버깅 활성화 되어 있어야 함

   음 기존 미러링에 비해서는 경량이라는 점이 차별화 포인트이려나요?
"
